nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Arthur Ferreira,2,Pedro I,2.59,3.4,28,1.62,False
Heitor Martins,3,Pedro II,2.76,5.49,7,3.55,True
Valentina Santos,1,Francisto Chagas,3.58,7.45,14,9.01,True
Miguel Pereira,3,Pedro II,4.14,0.17,30,1.7,True
Theo Alves,3,Francisto Chagas,0.1,6.87,11,6.18,False
Miguel Soares,2,Pedro I,7.55,8.09,24,0,False
Arthur Martins,2,Gabriel Gomes,0.69,7.31,11,3.14,False
Maria Santos,3,Antonio Prado,6.57,0.5,22,0.17,True
Maria Alves,2,Francisto Chagas,9.94,4.08,1,0,True
Samuel Oliveira,1,Francisto Chagas,9.85,8.81,27,0,False
Heitor Oliveira,1,Carlos Santos,8.96,9.62,19,0,False
Laura Ribeiro,1,Antonio Prado,0.39,0.01,4,7.44,True
Miguel Gomes,3,Carlos Santos,5.21,8.04,11,4.94,False
Alice Alves,3,Carlos Santos,1.16,8.57,7,8.59,True
Miguel Alves,2,Gabriel Gomes,8.8,1.97,1,2.53,True
Helena Rodrigues,3,Pedro II,9.77,5.98,7,0,True
Samuel Alves,1,Pedro II,7.45,7.79,29,0,False
Bernardo Ferreira,3,Francisto Chagas,7.42,9.68,6,0,True
Valentina Ribeiro,1,Francisto Chagas,6.96,2.07,9,0.97,True
Sophia Alves,2,Francisto Chagas,7.9,4.03,22,0.65,False
Samuel Silva,3,Pedro II,6.56,4.87,27,9.18,False
Helena Ribeiro,2,Antonio Prado,6.2,8.54,6,0,False
Heloisa Maia,2,Antonio Prado,9.24,6.51,7,0,True
Miguel Santos,2,Gabriel Gomes,0.7,6.69,12,9.97,True
Valentina Gomes,3,Carlos Santos,4.03,1.52,27,5.8,True
Alice Ribeiro,2,Pedro I,5.63,6.22,23,4.75,True
Bernardo Martins,2,Francisto Chagas,9.14,9.07,26,0,False
Heloisa Gomes,1,Carlos Santos,9.97,2.79,21,9.16,False
Laura Alves,3,Pedro I,3.86,0.61,2,1.9,False
Heloisa Alves,2,Antonio Prado,7.56,7.22,26,0,True
Helena Alves,3,Francisto Chagas,4.76,9.57,5,0,True
Arthur Pereira,3,Pedro I,9.4,1.55,9,9.87,True
Maria Soares,2,Pedro I,0.56,7.03,5,7.13,False
Miguel Silva,3,Pedro II,8.66,9.98,16,0,True
Davi Gomes,3,Gabriel Gomes,7.42,3.72,24,0.58,False
Davi Gomes,1,Pedro II,8.86,2.41,22,3.15,False
Heloisa Oliveira,3,Pedro I,6.78,5.02,10,2.16,True
Davi Alves,2,Francisto Chagas,1.02,2.33,20,9.88,False
Bernardo Ribeiro,1,Gabriel Gomes,3.59,8.44,26,1.11,False
Davi Santos,2,Gabriel Gomes,2.74,3.32,24,8.58,True
Valentina Ribeiro,3,Antonio Prado,0.54,0.1,22,5.13,True
Sophia Maia,2,Carlos Santos,4.35,8.07,16,5.22,True
Alice Ferreira,2,Pedro II,0.24,2.26,20,4.36,True
Gabriel Santos,2,Pedro II,10.0,4.93,0,0,False
Maria Santos,3,Gabriel Gomes,7.28,8.8,20,0,False
Davi Martins,3,Pedro II,5.33,9.34,19,0,False
Helena Alves,1,Pedro II,8.26,2.6,4,2.56,True
Alice Oliveira,1,Pedro II,6.46,8.15,22,0,True
Gael Martins,3,Antonio Prado,5.95,0.69,15,7.75,False
Heitor Souza,2,Pedro II,8.8,6.56,5,0,False
Davi Alves,2,Antonio Prado,4.39,3.4,1,0.61,True
Sophia Santos,3,Francisto Chagas,8.93,5.01,3,2.51,True
Laura Gomes,3,Francisto Chagas,7.78,2.24,24,3.65,True
Bernardo Martins,2,Pedro II,4.6,6.0,1,4.36,True
Arthur Gomes,2,Francisto Chagas,3.26,6.88,28,2.38,False
Arthur Souza,2,Pedro I,0.83,0.3,25,5.09,True
Arthur Rodrigues,3,Pedro I,7.31,9.75,8,0,True
Samuel Gomes,2,Pedro I,4.88,8.97,7,9.44,False
Gael Oliveira,3,Pedro I,1.29,4.35,19,3.14,False
Helena Ferreira,2,Pedro II,1.78,4.59,22,8.27,False
Gael Santos,1,Francisto Chagas,3.19,8.16,15,6.69,False
Gael Souza,1,Carlos Santos,4.28,9.37,9,8.79,False
Miguel Pereira,2,Pedro I,7.43,3.73,12,0.16,False
Arthur Pereira,2,Gabriel Gomes,2.58,2.16,14,8.57,True
Gabriel Silva,3,Francisto Chagas,5.2,4.24,26,7.57,False
Miguel Ribeiro,1,Pedro II,4.32,3.89,9,4.49,False
Helena Pereira,2,Pedro II,2.32,2.15,21,7.87,True
Gael Pereira,1,Francisto Chagas,9.6,9.96,7,0,True
Maria Oliveira,2,Antonio Prado,2.5,4.42,6,7.63,True
Miguel Rodrigues,3,Carlos Santos,3.3,5.31,29,9.32,False
Alice Santos,2,Carlos Santos,1.43,3.86,12,4.03,False
Miguel Silva,2,Francisto Chagas,2.63,3.01,29,8.73,True
Heitor Pereira,3,Pedro I,0.09,2.62,29,3.69,True
Theo Oliveira,2,Carlos Santos,4.88,5.78,28,8.87,True
Arthur Martins,2,Carlos Santos,0.61,9.61,28,4.46,True
Maria Gomes,3,Antonio Prado,8.81,5.44,27,0,False
Sophia Martins,2,Pedro I,9.85,1.52,9,5.78,True
Gabriel Ribeiro,2,Antonio Prado,6.96,0.1,1,3.96,False
Alice Souza,2,Pedro II,8.77,2.54,21,4.97,True
Gabriel Santos,2,Gabriel Gomes,3.85,1.37,29,1.4,False
Miguel Ferreira,3,Pedro II,0.94,7.7,30,3.02,True
Helena Alves,1,Francisto Chagas,9.34,3.24,8,2.07,False
Laura Silva,1,Francisto Chagas,0.37,3.11,18,4.93,True
Valentina Martins,1,Francisto Chagas,7.73,0.97,4,6.82,True
Alice Ribeiro,1,Gabriel Gomes,5.09,5.6,25,8.15,False
Maria Silva,2,Pedro I,6.92,7.6,20,0,False
Davi Gomes,1,Gabriel Gomes,3.07,4.98,27,3.91,False
Heitor Maia,1,Pedro I,8.53,8.16,3,0,False
Laura Rodrigues,3,Gabriel Gomes,7.34,6.88,4,0,True
Bernardo Gomes,2,Francisto Chagas,7.35,5.83,28,1.12,True
Helena Pereira,1,Pedro II,8.16,8.78,18,0,True
Gabriel Ferreira,2,Gabriel Gomes,9.08,8.55,8,0,False
Heitor Oliveira,2,Pedro I,2.99,1.31,25,1.41,True
Laura Silva,3,Gabriel Gomes,0.16,3.35,27,8.23,True
Arthur Maia,1,Antonio Prado,7.35,7.9,14,0,True
Bernardo Santos,2,Francisto Chagas,0.6,6.33,24,7.2,False
Helena Ribeiro,1,Pedro I,7.02,0.69,0,4.12,False
Valentina Rodrigues,1,Pedro I,6.36,6.42,8,4.06,False
Laura Oliveira,2,Gabriel Gomes,6.94,1.49,0,8.26,True
Helena Alves,2,Pedro II,4.3,1.6,2,1.76,False
Helena Oliveira,3,Francisto Chagas,9.55,9.13,16,0,False
Helena Rodrigues,3,Pedro II,8.93,1.08,26,3.81,True
Theo Maia,1,Gabriel Gomes,5.67,10.0,1,0,True
Bernardo Souza,1,Francisto Chagas,5.05,4.53,6,8.32,True
Miguel Santos,2,Francisto Chagas,0.53,9.26,13,2.54,False
Bernardo Martins,2,Francisto Chagas,8.28,4.03,26,5.81,False
Valentina Alves,3,Francisto Chagas,3.5,2.81,4,8.81,True
Arthur Santos,3,Pedro II,9.29,0.13,8,5.66,False
Sophia Alves,1,Gabriel Gomes,0.92,3.37,19,1.38,True
Theo Alves,3,Antonio Prado,6.23,4.12,28,6.6,False
Laura Souza,1,Pedro II,2.46,7.84,27,9.34,False
Valentina Maia,1,Pedro II,4.99,6.63,0,5.76,False
Heloisa Soares,2,Francisto Chagas,4.77,2.32,18,7.56,False
Sophia Maia,2,Gabriel Gomes,8.77,3.7,13,4.4,False
Alice Pereira,2,Antonio Prado,6.9,9.1,25,0,True
Theo Silva,3,Francisto Chagas,8.31,1.83,26,5.25,False
Bernardo Alves,2,Carlos Santos,6.53,9.61,27,0,True
Bernardo Gomes,2,Pedro II,1.93,5.08,17,1.26,False
Bernardo Souza,1,Gabriel Gomes,1.9,5.38,15,6.18,True
Gael Soares,1,Francisto Chagas,5.89,2.45,6,1.7,False
Gabriel Pereira,1,Francisto Chagas,4.22,3.61,5,7.29,True
Laura Rodrigues,2,Francisto Chagas,9.96,10.0,5,0,True
Laura Silva,1,Pedro I,2.0,3.5,7,4.29,False
Miguel Souza,3,Gabriel Gomes,1.89,8.1,2,8.78,True
Maria Ferreira,3,Antonio Prado,7.76,3.73,8,3.16,False
Gabriel Alves,2,Pedro II,6.57,6.43,5,7.65,False
Helena Soares,2,Gabriel Gomes,5.87,9.72,17,0,True
Theo Ribeiro,3,Antonio Prado,4.06,7.64,14,7.29,True
Valentina Maia,3,Antonio Prado,4.82,8.9,29,9.78,False
Valentina Gomes,1,Francisto Chagas,6.92,2.68,23,3.16,False
Heloisa Gomes,2,Pedro I,7.8,1.56,28,8.41,True
Alice Gomes,2,Pedro II,7.05,2.29,10,5.75,False
Bernardo Alves,3,Antonio Prado,0.5,2.66,27,2.61,True
Maria Alves,2,Gabriel Gomes,5.49,0.38,11,7.3,True
Maria Silva,2,Carlos Santos,1.26,1.28,21,3.75,False
Helena Ferreira,3,Francisto Chagas,4.4,8.52,7,3.97,False
Maria Gomes,3,Pedro II,4.1,3.18,7,9.82,False
Samuel Martins,3,Pedro I,8.21,5.49,29,8.84,False
Bernardo Oliveira,2,Francisto Chagas,3.99,1.8,2,9.91,True
Theo Martins,3,Pedro I,5.02,0.64,6,3.15,False
Samuel Pereira,2,Pedro I,3.25,2.75,1,9.41,False
Arthur Santos,2,Pedro I,3.72,0.38,10,2.15,False
Bernardo Alves,3,Pedro I,2.96,5.84,13,5.13,True
Valentina Alves,3,Carlos Santos,0.53,4.05,27,6.78,True
Gabriel Gomes,3,Carlos Santos,4.22,2.33,29,9.41,False
Valentina Silva,3,Francisto Chagas,6.66,0.57,12,7.69,False
Maria Ferreira,1,Carlos Santos,6.88,2.99,10,6.33,False
Theo Ribeiro,3,Gabriel Gomes,2.99,1.51,4,1.53,False
Maria Silva,1,Carlos Santos,9.5,9.41,27,0,False
Heitor Rodrigues,2,Gabriel Gomes,6.61,6.12,26,8.5,False
Davi Ferreira,1,Gabriel Gomes,5.94,4.27,25,6.72,False
Bernardo Santos,1,Pedro II,0.72,9.17,10,9.91,True
Maria Maia,2,Carlos Santos,4.86,2.14,23,8.12,False
Arthur Oliveira,3,Francisto Chagas,9.86,4.21,19,0,True
Davi Alves,1,Francisto Chagas,7.02,6.11,23,0.08,True
Samuel Santos,1,Francisto Chagas,1.98,5.22,4,0.33,True
Gabriel Santos,1,Gabriel Gomes,6.63,5.58,1,0.02,True
Arthur Martins,1,Gabriel Gomes,8.24,1.79,30,7.19,True
Valentina Oliveira,1,Francisto Chagas,2.05,4.89,5,7.61,False
Davi Alves,3,Gabriel Gomes,1.33,3.13,12,8.17,False
Heloisa Silva,2,Pedro II,2.92,6.36,8,2.63,True
Helena Gomes,1,Pedro I,5.04,0.66,30,6.91,True
Alice Soares,2,Francisto Chagas,2.64,9.53,8,3.59,True
Davi Santos,3,Carlos Santos,6.62,2.88,15,0.49,False
Samuel Oliveira,2,Antonio Prado,4.79,0.62,24,5.85,True
Laura Pereira,2,Francisto Chagas,6.88,1.47,25,1.82,False
Helena Rodrigues,3,Antonio Prado,3.67,1.37,29,4.06,False
Miguel Martins,3,Antonio Prado,1.14,0.84,9,7.21,True
Miguel Gomes,2,Pedro II,1.31,7.16,8,6.94,False
Sophia Gomes,3,Gabriel Gomes,7.86,7.42,2,0,True
Alice Rodrigues,2,Pedro II,0.22,8.65,12,2.55,True
Alice Alves,2,Francisto Chagas,5.35,2.16,28,4.41,True
Alice Alves,1,Gabriel Gomes,4.18,1.56,1,7.48,True
Helena Souza,3,Carlos Santos,5.07,6.79,0,3.98,False
Arthur Maia,1,Gabriel Gomes,7.9,4.1,26,1.99,True
Davi Martins,2,Antonio Prado,1.01,5.75,10,5.0,False
Samuel Silva,1,Antonio Prado,5.96,8.98,22,0,False
Gabriel Soares,1,Francisto Chagas,0.02,9.64,23,6.44,True
Alice Silva,2,Pedro I,6.0,6.71,25,4.51,True
Valentina Souza,1,Francisto Chagas,4.27,3.63,4,3.86,False
Davi Maia,1,Pedro II,6.35,6.63,15,5.62,False
Maria Maia,2,Francisto Chagas,8.05,7.39,12,0,False
Gabriel Santos,1,Antonio Prado,0.63,7.28,12,7.7,False
Gabriel Martins,2,Pedro I,1.46,9.13,13,6.53,True
Laura Alves,1,Francisto Chagas,5.38,3.41,26,1.79,True
Valentina Santos,3,Pedro I,5.23,2.61,12,9.01,False
Heitor Souza,2,Carlos Santos,0.28,5.75,4,4.18,True
Maria Santos,2,Pedro II,3.98,2.17,6,9.54,True
Sophia Alves,2,Carlos Santos,1.44,4.72,25,3.64,True
Laura Silva,2,Francisto Chagas,5.43,6.27,30,8.89,False
Miguel Alves,2,Carlos Santos,2.91,2.28,28,0.69,False
Bernardo Gomes,3,Gabriel Gomes,9.56,6.25,8,0,False
Helena Ferreira,3,Francisto Chagas,2.15,8.98,6,8.19,True
Heitor Oliveira,2,Antonio Prado,1.76,5.45,28,9.85,True
Samuel Rodrigues,3,Pedro I,5.06,1.6,18,9.15,False
Alice Oliveira,2,Antonio Prado,6.62,5.13,10,4.81,True
Miguel Pereira,1,Pedro II,3.76,3.18,23,5.85,False
Davi Ribeiro,3,Francisto Chagas,4.85,5.3,25,6.84,True
Gael Ribeiro,2,Pedro I,8.18,0.89,27,0.57,False
Alice Alves,1,Antonio Prado,0.77,8.81,30,2.99,True
Davi Oliveira,3,Pedro I,3.84,0.5,11,4.45,True
Samuel Martins,1,Pedro II,2.57,9.28,0,0.16,False
Valentina Pereira,1,Pedro I,7.6,6.46,12,0,True
Alice Oliveira,2,Gabriel Gomes,6.71,4.74,30,5.56,False
Bernardo Gomes,3,Pedro I,9.1,5.12,29,0,True
Davi Soares,1,Francisto Chagas,3.14,8.11,15,4.45,True
Davi Oliveira,1,Carlos Santos,4.74,5.62,1,8.05,False
Samuel Santos,3,Francisto Chagas,0.73,5.97,25,1.65,True
Valentina Rodrigues,2,Gabriel Gomes,3.17,7.53,8,8.51,False
Gabriel Santos,3,Gabriel Gomes,7.34,9.62,21,0,False
Valentina Oliveira,3,Gabriel Gomes,2.64,7.22,0,4.74,False
Heloisa Silva,2,Gabriel Gomes,5.22,3.9,11,2.42,False
Heitor Soares,3,Francisto Chagas,6.96,8.06,5,0,False
Arthur Silva,1,Antonio Prado,9.17,4.76,21,4.73,False
Arthur Souza,2,Antonio Prado,4.27,2.13,18,0.06,False
Miguel Martins,1,Francisto Chagas,5.94,8.23,24,0,False
Valentina Maia,1,Carlos Santos,7.69,4.01,9,5.11,False
Miguel Gomes,3,Antonio Prado,4.36,9.97,3,0,False
Valentina Ribeiro,2,Pedro I,7.54,9.75,4,0,False
Heitor Ferreira,3,Antonio Prado,0.18,0.08,21,1.99,False
Alice Gomes,3,Gabriel Gomes,9.14,2.35,27,6.28,False
Theo Oliveira,1,Pedro I,2.26,0.09,3,4.05,False
Davi Ribeiro,2,Pedro I,7.32,2.16,9,8.12,True
Heitor Santos,1,Gabriel Gomes,5.18,1.7,15,4.55,False
Davi Alves,1,Gabriel Gomes,1.25,5.25,12,0.24,True
Alice Souza,2,Pedro II,1.01,1.43,4,7.18,False
Laura Soares,3,Gabriel Gomes,1.41,4.23,0,0.75,False
Helena Ribeiro,1,Pedro II,9.14,5.99,21,0,True
Laura Souza,1,Pedro I,1.91,7.31,20,3.74,False
Bernardo Oliveira,2,Antonio Prado,9.22,2.45,27,5.29,True
Heitor Alves,1,Gabriel Gomes,9.91,2.21,4,0.37,False
Gael Ribeiro,1,Carlos Santos,9.97,1.88,9,7.84,True
Theo Soares,2,Carlos Santos,9.53,8.28,29,0,True
Alice Alves,3,Pedro I,6.35,3.09,22,8.37,True
Davi Alves,3,Pedro I,2.74,9.53,7,8.29,True
Bernardo Maia,3,Pedro I,2.72,7.18,14,2.26,True
Helena Pereira,3,Francisto Chagas,0.99,0.86,22,5.09,True
Samuel Silva,1,Pedro II,0.71,7.04,28,0.28,False
Davi Ferreira,3,Gabriel Gomes,0.28,3.02,14,5.18,False
Sophia Maia,2,Pedro I,3.35,5.14,6,3.4,True
Arthur Ribeiro,3,Carlos Santos,6.26,0.88,7,3.57,True
Heitor Ferreira,2,Pedro II,6.15,0.85,17,6.12,True
Bernardo Soares,1,Antonio Prado,9.64,6.33,6,0,False
Davi Oliveira,3,Pedro I,4.86,7.56,29,8.15,True
Gabriel Martins,3,Pedro II,4.41,2.62,15,7.41,True
Arthur Martins,3,Pedro I,3.95,5.14,11,1.58,True
Bernardo Ribeiro,2,Carlos Santos,5.37,6.74,10,4.36,True
Bernardo Gomes,3,Gabriel Gomes,8.48,3.21,7,1.54,False
Helena Martins,3,Pedro II,4.84,3.5,26,2.54,True
Davi Alves,1,Pedro II,2.71,6.43,0,8.66,False
Sophia Ferreira,1,Gabriel Gomes,7.92,5.32,16,8.2,True
Samuel Alves,1,Antonio Prado,7.65,8.84,15,0,True
Davi Souza,3,Antonio Prado,6.56,7.22,7,4.71,True
Laura Ferreira,2,Pedro II,7.38,8.43,24,0,False
Heloisa Martins,1,Gabriel Gomes,4.36,6.45,23,6.74,True
Helena Ferreira,3,Antonio Prado,5.39,7.96,4,1.79,False
Gael Souza,2,Pedro I,1.68,7.46,18,4.29,True
Bernardo Souza,2,Pedro I,3.47,2.11,19,1.54,False
Maria Alves,3,Carlos Santos,0.27,3.95,3,9.57,True
Laura Ferreira,2,Antonio Prado,4.11,8.99,7,7.78,True
Gabriel Santos,2,Francisto Chagas,7.83,2.3,21,9.29,True
Gael Maia,1,Pedro I,8.01,6.37,11,0,True
Sophia Martins,1,Carlos Santos,2.07,4.15,20,0.73,False
Bernardo Oliveira,1,Gabriel Gomes,0.29,3.74,28,2.83,True
Miguel Soares,2,Pedro I,6.21,4.14,3,4.98,True
Alice Ribeiro,3,Francisto Chagas,5.72,6.93,24,1.4,False
Davi Gomes,3,Carlos Santos,2.98,6.89,23,2.92,False
Heitor Maia,1,Francisto Chagas,2.16,9.19,8,0.53,True
Alice Gomes,1,Pedro II,0.6,0.39,29,5.32,True
Heloisa Ribeiro,2,Carlos Santos,9.06,7.75,26,0,False
Heloisa Gomes,1,Antonio Prado,1.73,2.94,24,9.54,False
Miguel Gomes,2,Francisto Chagas,7.71,3.83,17,8.65,False
Helena Alves,1,Gabriel Gomes,8.09,6.28,6,0,False
Alice Alves,2,Francisto Chagas,4.49,0.03,25,9.79,True
Laura Martins,1,Carlos Santos,7.17,3.72,20,9.28,True
Miguel Souza,3,Carlos Santos,1.07,7.75,0,2.81,False
Laura Alves,2,Antonio Prado,6.21,1.66,30,1.71,False
Heitor Martins,1,Francisto Chagas,6.64,4.89,9,9.75,True
Valentina Souza,2,Gabriel Gomes,0.1,5.2,30,8.31,True
Samuel Ribeiro,1,Gabriel Gomes,9.57,9.16,0,0,True
Theo Martins,3,Carlos Santos,8.87,9.99,2,0,False
Valentina Ribeiro,3,Francisto Chagas,6.8,8.6,22,0,False
Theo Ferreira,2,Pedro II,4.54,9.41,8,7.54,True
Gael Alves,3,Gabriel Gomes,1.32,9.68,20,7.18,True
Theo Alves,3,Antonio Prado,6.72,0.3,1,3.4,False
Sophia Santos,3,Gabriel Gomes,3.5,2.36,8,2.93,False
Bernardo Pereira,3,Francisto Chagas,9.98,4.7,9,0,False
Valentina Gomes,3,Carlos Santos,6.6,1.72,21,9.17,False
Arthur Ferreira,3,Pedro I,6.32,9.68,17,0,True
Gabriel Soares,3,Antonio Prado,1.46,8.28,14,4.83,False
Helena Santos,1,Carlos Santos,9.4,5.13,16,0,True
Sophia Alves,3,Carlos Santos,6.45,3.95,19,4.92,True
Valentina Souza,2,Francisto Chagas,5.4,2.69,13,2.95,False
Laura Soares,3,Pedro I,6.9,5.39,8,1.45,False
Davi Soares,3,Pedro II,5.37,9.0,23,0,False
Laura Pereira,2,Francisto Chagas,2.97,4.79,8,6.86,True
Gabriel Souza,3,Carlos Santos,8.21,9.46,19,0,False
Davi Soares,1,Carlos Santos,9.03,9.94,18,0,False
Arthur Gomes,1,Gabriel Gomes,1.17,7.55,24,4.2,True
Arthur Rodrigues,3,Pedro I,0.19,4.51,19,5.8,True
Davi Silva,1,Pedro I,4.91,3.41,0,3.99,True
Maria Silva,2,Pedro I,7.93,0.7,29,8.69,True
Samuel Souza,3,Pedro I,3.83,7.19,21,1.9,False
Bernardo Ferreira,2,Gabriel Gomes,0.16,2.12,0,9.85,True
Heloisa Souza,2,Antonio Prado,3.15,3.08,5,2.09,False
Arthur Oliveira,2,Antonio Prado,0.97,7.71,11,7.91,False
Alice Pereira,1,Carlos Santos,0.23,0.51,11,9.29,True
Heloisa Alves,3,Francisto Chagas,0.45,4.37,3,7.31,True
Valentina Maia,2,Carlos Santos,4.52,1.18,30,3.45,True
Helena Rodrigues,1,Carlos Santos,2.5,8.97,30,8.46,True
Samuel Pereira,1,Gabriel Gomes,9.58,9.91,5,0,True
Laura Maia,1,Pedro I,9.83,2.31,10,6.98,False
Heitor Ferreira,1,Carlos Santos,1.31,3.41,7,9.37,True
Helena Soares,3,Gabriel Gomes,0.27,3.77,20,6.53,False
Gabriel Souza,2,Antonio Prado,9.75,0.27,27,1.92,False
Heloisa Gomes,1,Francisto Chagas,0.68,5.06,0,7.39,False
Davi Gomes,1,Pedro I,9.12,7.48,9,0,True
Arthur Maia,3,Francisto Chagas,7.12,6.95,2,0,True
Gabriel Martins,1,Francisto Chagas,1.05,3.99,12,6.97,True
Helena Ferreira,2,Pedro II,5.48,9.9,0,0,False
Arthur Ferreira,2,Carlos Santos,4.07,3.92,23,5.22,False
Laura Gomes,1,Carlos Santos,7.06,1.45,20,8.1,False
Laura Pereira,3,Pedro I,4.54,7.27,4,2.04,True
Bernardo Martins,1,Gabriel Gomes,9.58,0.8,28,6.58,True
Helena Rodrigues,2,Gabriel Gomes,5.06,0.21,1,3.45,True
Heitor Oliveira,3,Gabriel Gomes,5.28,8.75,20,0,False
Theo Gomes,2,Gabriel Gomes,2.55,7.53,23,4.38,False
Theo Alves,3,Francisto Chagas,9.58,4.82,26,0,False
Gabriel Santos,1,Gabriel Gomes,0.04,7.53,5,5.91,False
Helena Ferreira,2,Antonio Prado,6.81,4.77,6,4.51,True
Arthur Alves,1,Carlos Santos,4.38,5.25,26,7.54,False
Gabriel Gomes,2,Pedro I,6.46,9.26,23,0,True
Valentina Gomes,3,Pedro I,1.89,8.94,16,8.5,True
Samuel Gomes,3,Pedro I,6.52,3.8,21,6.55,True
Gabriel Martins,1,Carlos Santos,6.28,2.5,0,7.45,False
Gabriel Maia,1,Antonio Prado,5.02,8.6,24,5.04,True
Valentina Oliveira,1,Gabriel Gomes,9.43,2.26,7,4.58,True
Alice Silva,1,Pedro I,3.97,4.21,12,0.69,True
Helena Ribeiro,3,Carlos Santos,8.33,6.23,27,0,True
Theo Santos,1,Gabriel Gomes,0.57,7.57,9,8.01,False
Alice Souza,3,Gabriel Gomes,8.67,5.23,3,5.66,True
Laura Ferreira,3,Pedro I,4.5,4.94,7,7.24,True
Helena Alves,2,Gabriel Gomes,3.22,1.08,9,6.48,True
Laura Rodrigues,1,Gabriel Gomes,7.91,7.88,13,0,True
Gael Martins,1,Carlos Santos,1.9,9.6,3,8.1,False
Alice Santos,3,Pedro II,6.52,7.79,2,0,False
Miguel Maia,1,Pedro II,3.92,9.34,21,8.88,True
Gael Soares,3,Francisto Chagas,4.05,9.58,28,3.61,False
Helena Gomes,3,Pedro II,4.63,8.0,30,0.23,False
Davi Pereira,1,Francisto Chagas,4.8,7.58,28,0.46,False
Heitor Alves,3,Antonio Prado,6.82,6.9,0,8.71,False
Miguel Maia,1,Gabriel Gomes,7.18,1.7,29,2.38,True
Sophia Oliveira,2,Pedro II,3.87,4.86,19,6.34,False
Arthur Oliveira,1,Pedro I,5.2,6.12,5,3.05,False
Theo Martins,2,Francisto Chagas,0.87,5.86,12,5.9,True
Heloisa Soares,2,Pedro I,6.74,6.28,20,5.46,False
Heitor Soares,1,Pedro II,9.92,1.62,7,2.78,False
Miguel Alves,3,Pedro I,4.68,9.16,1,1.64,True
Maria Gomes,3,Francisto Chagas,7.45,6.76,16,0,False
Heitor Gomes,2,Pedro II,1.72,3.52,16,9.43,True
Valentina Ferreira,2,Francisto Chagas,2.6,3.67,0,0.84,False
Davi Rodrigues,2,Carlos Santos,0.81,4.55,28,4.77,True
Gael Souza,3,Francisto Chagas,0.06,8.59,10,3.85,False
Heitor Soares,1,Gabriel Gomes,6.7,9.11,25,0,False
Arthur Alves,2,Pedro I,7.37,6.02,7,7.29,False
Bernardo Maia,1,Antonio Prado,8.77,2.28,26,2.43,False
Gabriel Ferreira,2,Francisto Chagas,2.31,3.26,15,0.12,True
Theo Martins,3,Francisto Chagas,1.02,3.44,6,1.54,True
Maria Martins,1,Pedro I,5.33,9.16,27,0,False
Valentina Martins,3,Pedro I,7.63,6.6,28,0,False
Gael Santos,3,Pedro I,0.28,0.9,12,9.05,False
Gael Silva,2,Carlos Santos,1.33,4.45,0,7.47,False
Alice Rodrigues,2,Carlos Santos,2.36,5.29,13,8.73,False
Helena Pereira,3,Francisto Chagas,9.44,8.23,10,0,True
Davi Rodrigues,3,Pedro I,3.4,7.65,19,3.13,True
Bernardo Alves,2,Antonio Prado,8.43,2.91,19,2.74,True
Arthur Alves,2,Gabriel Gomes,7.71,6.89,10,0,True
Laura Martins,1,Antonio Prado,6.7,7.2,26,2.85,True
Heloisa Souza,3,Gabriel Gomes,2.46,5.27,27,5.87,True
Maria Oliveira,1,Antonio Prado,5.72,6.24,29,9.85,False
Helena Ferreira,2,Antonio Prado,7.33,8.98,19,0,True
Gael Alves,1,Carlos Santos,2.67,3.68,13,1.96,False
Gabriel Silva,2,Carlos Santos,2.97,6.96,7,6.63,False
Sophia Alves,1,Antonio Prado,5.92,6.79,23,2.53,False
Samuel Oliveira,3,Pedro II,2.37,5.61,1,4.62,False
Gabriel Maia,2,Antonio Prado,5.8,3.16,12,6.14,False
Gabriel Pereira,1,Pedro II,2.85,5.15,24,0.14,True
Bernardo Souza,1,Pedro I,2.88,9.9,4,9.16,False
Heloisa Maia,2,Gabriel Gomes,8.6,7.9,22,0,True
Heloisa Martins,2,Pedro I,2.48,8.66,14,9.73,True
Maria Rodrigues,2,Pedro I,6.66,5.1,9,4.62,True
Laura Rodrigues,3,Francisto Chagas,7.37,6.76,26,0,True
Miguel Pereira,3,Carlos Santos,2.42,5.37,25,4.85,True
Heitor Silva,2,Pedro I,3.51,8.65,16,5.5,True
Heitor Alves,2,Carlos Santos,4.57,7.5,25,1.16,True
Heitor Ferreira,3,Gabriel Gomes,3.76,0.46,28,1.73,False
Gael Oliveira,1,Gabriel Gomes,2.95,8.06,0,7.38,False
Theo Gomes,3,Carlos Santos,8.79,0.18,28,2.38,False
Valentina Alves,2,Pedro II,0.68,6.93,12,3.01,True
Helena Gomes,3,Pedro I,3.0,6.31,15,9.08,True
Arthur Maia,3,Pedro II,4.19,5.09,23,3.12,False
Arthur Alves,2,Pedro II,9.43,1.55,16,6.83,True
Miguel Ribeiro,3,Antonio Prado,0.49,0.37,1,5.14,False
Heloisa Alves,3,Carlos Santos,8.56,0.01,4,0.1,True
Samuel Maia,1,Carlos Santos,2.26,2.83,21,7.69,True
Gael Martins,3,Pedro II,2.15,5.58,15,0.85,False
Theo Soares,2,Carlos Santos,0.71,1.87,30,6.81,True
Miguel Rodrigues,2,Carlos Santos,4.74,6.22,10,9.65,False
Heloisa Silva,1,Pedro I,4.8,2.23,21,6.24,False
Heloisa Ferreira,3,Carlos Santos,0.59,6.04,23,1.58,True
